2.18e-09,0.115500,0.113042,0.002458
2.2e-09,0.113235,0.110803,0.002432
2.22e-09,0.111015,0.108609,0.002406
2.24e-09,0.108838,0.106459,0.002380
2.26e-09,0.106704,0.104350,0.002353
2.28e-09,0.104612,0.102284,0.002328
2.3e-09,0.102561,0.100259,0.002302
2.32e-09,0.100550,0.098274,0.002276
2.34e-09,0.098578,0.096328,0.002250
2.36e-09,0.096645,0.094420,0.002225
2.38e-09,0.094750,0.092551,0.002199
2.4e-09,0.092892,0.090718,0.002174
2.42e-09,0.091071,0.088922,0.002149
2.44e-09,0.089285,0.087161,0.002124
2.46e-09,0.087534,0.085435,0.002099
2.48e-09,0.085818,0.083743,0.002075
2.5e-09,0.084135,0.082085,0.002050
2.52e-09,0.082486,0.080460,0.002026
2.54e-09,0.080868,0.078866,0.002002
2.56e-09,0.079283,0.077305,0.001978
2.58e-09,0.077728,0.075774,0.001954
2.6e-09,0.076204,0.074274,0.001930
2.62e-09,0.074710,0.072803,0.001907
2.64e-09,0.073245,0.071361,0.001884
2.66e-09,0.071809,0.069948,0.001860
2.68e-09,0.070401,0.068563,0.001838
2.7e-09,0.069020,0.067206,0.001815
2.72e-09,0.067667,0.065875,0.001792
2.74e-09,0.066340,0.064570,0.001770
2.76e-09,0.065039,0.063292,0.001748
2.78e-09,0.063764,0.062039,0.001726
2.8e-09,0.062514,0.060810,0.001704
2.82e-09,0.061288,0.059606,0.001682
2.84e-09,0.060086,0.058426,0.001661
2.86e-09,0.058908,0.057269,0.001639
2.88e-09,0.057753,0.056135,0.001618
2.9e-09,0.056621,0.055023,0.001597
2.92e-09,0.055510,0.053934,0.001577
2.94e-09,0.054422,0.052866,0.001556
2.96e-09,0.053355,0.051819,0.001536
2.98e-09,0.052309,0.050793,0.001516
3e-09,0.051283,0.049787,0.001496
3.02e-09,0.050278,0.048801,0.001476
3.04e-09,0.049292,0.047835,0.001457
3.06e-09,0.048325,0.046888,0.001438
3.08e-09,0.047378,0.045959,0.001418
3.1e-09,0.046449,0.045049,0.001399
3.12e-09,0.045538,0.044157,0.001381
3.14e-09,0.044645,0.043283,0.001362
3.16e-09,0.043770,0.042426,0.001344
3.18e-09,0.042911,0.041586,0.001326
3.2e-09,0.042070,0.040762,0.001308
3.22e-09,0.041245,0.039955,0.001290
3.24e-09,0.040436,0.039164,0.001272
3.26e-09,0.039644,0.038388,0.001255
3.28e-09,0.038866,0.037628,0.001238
3.3e-09,0.038104,0.036883,0.001221
3.32e-09,0.037357,0.036153,0.001204
3.34e-09,0.036624,0.035437,0.001188
3.36e-09,0.035906,0.034735,0.001171
3.38e-09,0.035202,0.034047,0.001155
3.4e-09,0.034512,0.033373,0.001139
3.42e-09,0.033835,0.032712,0.001123
3.44e-09,0.033172,0.032065,0.001107
3.46e-09,0.032521,0.031430,0.001092
3.48e-09,0.031884,0.030807,0.001076
3.5e-09,0.031259,0.030197,0.001061
3.52e-09,0.030646,0.029599,0.001046
3.54e-09,0.030045,0.029013,0.001031
3.56e-09,0.029456,0.028439,0.001017
3.58e-09,0.028878,0.027876,0.001002
3.6e-09,0.028312,0.027324,0.000988
3.62e-09,0.027757,0.026783,0.000974
3.64e-09,0.027213,0.026252,0.000960
3.66e-09,0.026679,0.025733,0.000946
3.68e-09,0.026156,0.025223,0.000933
3.7e-09,0.025643,0.024724,0.000919
3.72e-09,0.025140,0.024234,0.000906
3.74e-09,0.024647,0.023754,0.000893
3.76e-09,0.024164,0.023284,0.000880
3.78e-09,0.023690,0.022823,0.000867
3.8e-09,0.023226,0.022371,0.000855
3.82e-09,0.022770,0.021928,0.000842
3.84e-09,0.022324,0.021494,0.000830
3.86e-09,0.021886,0.021068,0.000818
3.88e-09,0.021457,0.020651,0.000806
3.9e-09,0.021036,0.020242,0.000794
3.92e-09,0.020624,0.019841,0.000783
3.94e-09,0.020219,0.019448,0.000771
3.96e-09,0.019823,0.019063,0.000760
3.98e-09,0.019434,0.018686,0.000749
4e-09,0.019053,0.018316,0.000737
4.02e-09,0.018680,0.017953,0.000727
4.04e-09,0.018313,0.017597,0.000716
4.06e-09,0.017954,0.017249,0.000705
4.08e-09,0.017602,0.016907,0.000695
4.1e-09,0.017257,0.016573,0.000684
4.12e-09,0.016919,0.016245,0.000674
4.14e-09,0.016587,0.015923,0.000664
4.16e-09,0.016262,0.015608,0.000654
4.18e-09,0.015943,0.015299,0.000644
4.2e-09,0.015630,0.014996,0.000635
4.22e-09,0.015324,0.014699,0.000625
4.24e-09,0.015023,0.014408,0.000616
4.26e-09,0.014729,0.014122,0.000606
4.28e-09,0.014440,0.013843,0.000597
4.3e-09,0.014157,0.013569,0.000588
4.32e-09,0.013879,0.013300,0.000579
4.34e-09,0.013607,0.013037,0.000570
4.36e-09,0.013340,0.012778,0.000562
4.38e-09,0.013079,0.012525,0.000553
4.4e-09,0.012822,0.012277,0.000545
4.42e-09,0.012571,0.012034,0.000537
4.44e-09,0.012324,0.011796,0.000528
4.46e-09,0.012083,0.011562,0.000520
4.48e-09,0.011846,0.011333,0.000512
4.5e-09,0.011613,0.011109,0.000504
4.52e-09,0.011386,0.010889,0.000497
4.54e-09,0.011162,0.010673,0.000489
4.56e-09,0.010944,0.010462,0.000482
4.58e-09,0.010729,0.010255,0.000474
4.6e-09,0.010519,0.010052,0.000467
4.62e-09,0.010312,0.009853,0.000460
4.64e-09,0.010110,0.009658,0.000453
4.66e-09,0.009912,0.009466,0.000446
4.68e-09,0.009718,0.009279,0.000439
4.7e-09,0.009527,0.009095,0.000432
4.72e-09,0.009340,0.008915,0.000425
4.74e-09,0.009157,0.008739,0.000418
4.76e-09,0.008978,0.008566,0.000412
4.78e-09,0.008802,0.008396,0.000406
4.8e-09,0.008629,0.008230,0.000399
4.82e-09,0.008460,0.008067,0.000393
4.84e-09,0.008294,0.007907,0.000387
4.86e-09,0.008131,0.007750,0.000381
4.88e-09,0.007972,0.007597,0.000375
4.9e-09,0.007816,0.007447,0.000369
4.92e-09,0.007662,0.007299,0.000363
4.94e-09,0.007512,0.007155,0.000357
4.96e-09,0.007365,0.007013,0.000352
4.98e-09,0.007220,0.006874,0.000346
5e-09,0.007079,0.006738,0.000341
